Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
8360,,,4121027578,0,20-03-2022,2099.5,,Sniker Fruit & Nut 50 Gm,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8361,,,4121027578,0,20-03-2022,2099.5,,Khichiya Jeera Papad,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,75,Cash
8362,,,4121027578,0,20-03-2022,2099.5,1905,Fiesta White Bread,45,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,45,Cash
8363,,,4121027578,0,20-03-2022,2099.5,1905,Fiesta Fruity Muffins 6Nos,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8364,,,4121027578,0,20-03-2022,2099.5,,Fiesta Pineapple Muffins,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8365,,,4121027578,0,20-03-2022,2099.5,3923,Shalimar Small Garbage Bag,103.4,9.00%,9.3,9.00%,9.3,-,-,-,-,-,-,27,PC,2,61,Cash
8366,,,4121027579,0,20-03-2022,90,2105,Kwality Walls Feast Chocolate 62gm,76.28,9.00%,6.86,9.00%,6.86,-,-,-,-,-,-,27,PC,3,30,Cash
8367,,,4121027580,0,20-03-2022,80,220210,Coca Cola Zero 300ml Tin,57.17,14.00%,7.99,14.00%,7.99,-,-,12.00%,6.85,-,-,27,PC,2,40,Cash
8368,,,4121027581,0,20-03-2022,185,,Toblerone Dark Chocolate With Honey & Almonde,185,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,185,Cash
8369,,,4121027582,0,20-03-2022,90,2105,Kwality Walls Feast Chocolate 62gm,76.28,9.00%,6.86,9.00%,6.86,-,-,-,-,-,-,27,PC,3,30,Cash
8370,,,4121027583,0,20-03-2022,60,17049020,Zubi Lollies Candy Rocks 20 gm,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,2,30,Cash
8371,,,4121027584,0,20-03-2022,1987.5,,Fruit Vegetables,65,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,65,Cash
8372,,,4121027584,0,20-03-2022,1987.5,2008,Frubee Salted Cashews,395.24,2.50%,9.88,2.50%,9.88,-,-,-,-,-,-,27,PC,1,415,Cash
8373,,,4121027584,0,20-03-2022,1987.5,2008, Kerala Jackfruit Chips 250 VM,142.86,2.50%,3.57,2.50%,3.57,-,-,-,-,-,-,27,PC,1,150,Cash
8374,,,4121027584,0,20-03-2022,1987.5,2008,A&O Magic Masala Chips 250 gm,138.1,2.50%,3.45,2.50%,3.45,-,-,-,-,-,-,27,PC,1,145,Cash
8375,,,4121027584,0,20-03-2022,1987.5,,Shreenath Romain Green Lettuce ,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8376,,,4121027584,0,20-03-2022,1987.5,,Shreenath Zucchini Green ,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8377,,,4121027584,0,20-03-2022,1987.5,,Shreenath Broccoli,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8378,,,4121027584,0,20-03-2022,1987.5,,Shreenath Baby Corn,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
8379,,,4121027584,0,20-03-2022,1987.5,,Shreenath Iceberg Lettuce ,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8380,,,4121027584,0,20-03-2022,1987.5,,Shreenath Cherry Tomato Yellow,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
8381,,,4121027584,0,20-03-2022,1987.5,,Shreenath Baby Carrot,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
8382,,,4121027584,0,20-03-2022,1987.5,19059020,Dukes Wafers - Waffy (Strawberry Flavor) 75 Gm Pouch,19.08,9.00%,1.71,9.00%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
8383,,,4121027584,0,20-03-2022,1987.5,,Skittels Orignal,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,1,100,Cash
8384,,,4121027584,0,20-03-2022,1987.5,,Real good Chicken Breast Boneless 450 Gm,275,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,275,Cash
8385,,,4121027584,0,20-03-2022,1987.5,210690,Tex Mex Salsalito Trtla Chip Chees 200 G,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,1,90,Cash
8386,,,4121027584,0,20-03-2022,1987.5,19059030,Nacho Chips Crunchy Pizza 45G,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
8387,,,4121027584,0,20-03-2022,1987.5,1806,Ritebite Choco Berry Work-Out Protein Bar 50G,55.1,9.00%,4.95,9.00%,4.95,-,-,-,-,-,-,27,PC,1,65,Cash
8388,,,4121027584,0,20-03-2022,1987.5,2106,Prakash Kha Shev Bhaji Masala 25G,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
8389,,,4121027584,0,20-03-2022,1987.5,,Fiesta Burger Bun,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,25,Cash
8390,,,4121027584,0,20-03-2022,1987.5,19059030,Lite-N-Fit Diet Chips 90Gm,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,2,50,Cash
8391,,,4121027584,0,20-03-2022,1987.5,2106,Lite N Fit Soya Chips 200 gm,47.62,2.50%,1.19,2.50%,1.19,-,-,-,-,-,-,27,PC,1,50,Cash
8392,,,4121027584,0,20-03-2022,1987.5,,Oreo Bisc.Chocolate 137 gm,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8393,,,4121027585,0,20-03-2022,130,,Lollypop candy,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,35,Cash
8394,,,4121027585,0,20-03-2022,130,17049020,Zubi Lollies Candy Rocks 20 gm,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,2,30,Cash
8395,,,4121027586,0,20-03-2022,30,,Shreenath Iceberg Lettuce ,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8396,,,4121027587,0,20-03-2022,255,1806,Amul Fruit'N' Nut Milk Chocolate 150G,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
8397,,,4121027587,0,20-03-2022,255,19059030,Lite-N-Fit Diet Chips 90Gm,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8398,,,4121027587,0,20-03-2022,255,210690,Lite-N-Fit [Extsnk] 200 Gm Plpch Roasted Wheat Puff,49.12,6.00%,2.94,6.00%,2.94,-,-,-,-,-,-,27,PC,1,55,Cash
8399,,,4121027587,0,20-03-2022,255,19059030,Lite And Fit Soya stik,47.62,2.50%,1.19,2.50%,1.19,-,-,-,-,-,-,27,PC,1,50,Cash
8400,,,4121027588,0,20-03-2022,20,,Amul kool Rose,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
8401,,,4121027589,0,20-03-2022,270,2105,Kwality Walls Feast Choco Bar 70Ml ,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
8402,,,4121027589,0,20-03-2022,270,2105,Kwality Walls Feast Chocolate 62gm,76.28,9.00%,6.86,9.00%,6.86,-,-,-,-,-,-,27,PC,3,30,Cash
8403,,,4121027589,0,20-03-2022,270,1806,Hershys Cocoa Spread 135 gm,135.6,9.00%,12.2,9.00%,12.2,-,-,-,-,-,-,27,PC,1,160,Cash
8404,,,4121027590,0,20-03-2022,310,,Punpkin Seeds 100 gm,98.22,6.00%,5.89,6.00%,5.89,-,-,-,-,-,-,27,PC,1,110,Cash
8405,,,4121027590,0,20-03-2022,310,,BATOOK CARDAMON,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
8406,,,4121027590,0,20-03-2022,310,,Yo Chos,180,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,180,Cash
8407,,,4121027591,0,20-03-2022,50,,Potato Biscut,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,25,Cash
8408,,,4121027592,0,20-03-2022,40,3402,Kinley 500 Ml Water Bottle,8.48,9.00%,0.76,9.00%,0.76,-,-,-,-,-,-,27,PC,1,10,Cash
8409,,,4121027592,0,20-03-2022,40,,Jelly Lollypop,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
8410,,,4121027593,0,20-03-2022,580,,Maggi Veg Cubes 20 G,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8411,,,4121027593,0,20-03-2022,580,,Maggi  Stock,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8412,,,4121027593,0,20-03-2022,580,,oreo biscuit,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8413,,,4121027593,0,20-03-2022,580,2103,Weikfield White Pasta Sauce 25G,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
8414,,,4121027593,0,20-03-2022,580,,Fiesta Oats Bread,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8415,,,4121027593,0,20-03-2022,580,22029030,PB Aam Panna  250Ml,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
8416,,,4121027593,0,20-03-2022,580,,MR Makhana Cream Onion,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8417,,,4121027593,0,20-03-2022,580,,Bali Kitchen Hakka Noodles,180,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,180,Cash
8418,,,4121027594,0,20-03-2022,891,,banana chips,145,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,145,Cash
8419,,,4121027594,0,20-03-2022,891,,kerla tapicoa,65,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,65,Cash
8420,,,4121027594,0,20-03-2022,891,2008, Kerala Jackfruit Chips 250 VM,142.86,2.50%,3.57,2.50%,3.57,-,-,-,-,-,-,27,PC,1,150,Cash
8421,,,4121027594,0,20-03-2022,891,2007, Organic India Tulsi Grean Tea Earl Grey,184.78,2.50%,4.61,2.50%,4.61,-,-,-,-,-,-,27,PC,1,194,Cash
8422,,,4121027594,0,20-03-2022,891,,Kitkat,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,70,Cash
8423,,,4121027594,0,20-03-2022,891,,Kitkat White,80,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,80,Cash
8424,,,4121027594,0,20-03-2022,891,220210,Coca-Cola 750Ml,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
8425,,,4121027594,0,20-03-2022,891,220210,Fanta 750Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
8426,,,4121027594,0,20-03-2022,891,210690,Bikaji Bhujia Sev 200Gms,50.9,6.00%,3.05,6.00%,3.05,-,-,-,-,-,-,27,PC,1,57,Cash
8427,,,4121027594,0,20-03-2022,891,2106,Life N Fit Soya Stic 200G,47.62,2.50%,1.19,2.50%,1.19,-,-,-,-,-,-,27,PC,1,50,Cash
8428,,,4121027595,0,20-03-2022,15,,chco cookies,15,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,3,5,Cash
8429,,,4121027596,0,20-03-2022,120,1806,Zubi Lolly,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,3,40,Cash
8430,,,4121027597,0,20-03-2022,80,70049020,Zubi Lollies 80 Gm,71.44,6.00%,4.28,6.00%,4.28,-,-,-,-,-,-,27,PC,1,80,Cash
8431,,,4121027598,0,20-03-2022,180,,Kw Magnum Almound ,152.56,9.00%,13.72,9.00%,13.72,-,-,-,-,-,-,27,PC,2,90,Cash
8432,,,4121027599,0,20-03-2022,957,,Barilla Bolognese 400 Gm,311.62,6.00%,18.69,6.00%,18.69,-,-,-,-,-,-,27,PC,1,349,Cash
8433,,,4121027599,0,20-03-2022,957,,Nongshim Kimchi,149,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,149,Cash
8434,,,4121027599,0,20-03-2022,957,21050000,KW Oreo And Cream Tub 700 Ml,211.02,9.00%,18.99,9.00%,18.99,-,-,-,-,-,-,27,PC,1,249,Cash
8435,,,4121027599,0,20-03-2022,957,19023090,Chefss Basket Fusili Pasta 500 Gm,142.86,6.00%,8.57,6.00%,8.57,-,-,-,-,-,-,27,PC,2,80,Cash
8436,,,4121027599,0,20-03-2022,957,1905,Fiesta Brown Bread 400G,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
8437,,,4121027600,0,20-03-2022,60,17049020,Zubi Lollies Candy Rocks 20 gm,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,2,30,Cash
8438,,,4121027601,0,20-03-2022,509,,Fruit Vegetables,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8439,,,4121027601,0,20-03-2022,509,,Potato Biscut,100,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,4,25,Cash
8440,,,4121027601,0,20-03-2022,509,1004,Bagrrys White Oats 1kg pouch,185.72,2.50%,4.64,2.50%,4.64,-,-,-,-,-,-,27,PC,1,195,Cash
8441,,,4121027601,0,20-03-2022,509,2007,Veeba Eggless Mayonnaise 875,168.76,6.00%,10.12,6.00%,10.12,-,-,-,-,-,-,27,PC,1,189,Cash
8442,,,4121027602,0,20-03-2022,270,1806,Ferrero Rocher 3T 37.5gm,101.7,9.00%,9.15,9.00%,9.15,-,-,-,-,-,-,27,PC,1,120,Cash
8443,,,4121027602,0,20-03-2022,270,,Oreo,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8444,,,4121027602,0,20-03-2022,270,20081100,Tong Garden Salted Peanuts 42g,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
8445,,,4121027603,0,20-03-2022,185,,Zazzy,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
8446,,,4121027603,0,20-03-2022,185,,Jolly Roncher,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,5,10,Cash
8447,,,4121027603,0,20-03-2022,185,,The Therate project sweet chilly chips,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8448,,,4121027603,0,20-03-2022,185,,The Theatre American Style Cream & Onion Chops,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8449,,,4121027604,0,20-03-2022,1310,1803,Nutella Hazelnut Spread With Coca 350G,322.04,9.00%,28.98,9.00%,28.98,-,-,-,-,-,-,27,PC,1,380,Cash
8450,,,4121027604,0,20-03-2022,1310,21069099,Orbit Sugarfree Chewing Gum 22 G Pouch,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8451,,,4121027604,0,20-03-2022,1310,20049000,Yummiez Crispy Kadhai Paneer Nuggets 300 gm,156.26,6.00%,9.37,6.00%,9.37,-,-,-,-,-,-,27,PC,1,175,Cash
8452,,,4121027604,0,20-03-2022,1310,16010000,Yummiez Chicken Popcorn 400Gms,223.22,6.00%,13.39,6.00%,13.39,-,-,-,-,-,-,27,PC,1,250,Cash
8453,,,4121027604,0,20-03-2022,1310,16023200,Venkys Chicken Fingers 500 Gms,299.12,6.00%,17.94,6.00%,17.94,-,-,-,-,-,-,27,PC,1,335,Cash
8454,,,4121027604,0,20-03-2022,1310,710,Mccain Tandoori Vege Nuggets 325 Gms,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,1,120,Cash
8455,,,4121027605,0,20-03-2022,438,1902,Nongshim Ramyun Shin Soup Noodle,194.66,6.00%,11.67,6.00%,11.67,-,-,-,-,-,-,27,PC,2,109,Cash
8456,,,4121027605,0,20-03-2022,438,,koka,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,75,Cash
8457,,,4121027605,0,20-03-2022,438,,Jolly Rancher Lolly Pop,17.86,6.00%,1.07,6.00%,1.07,-,-,-,-,-,-,27,PC,2,10,Cash
8458,,,4121027605,0,20-03-2022,438,710,Amul Cheese Slices 100 Gms,66.98,6.00%,4.01,6.00%,4.01,-,-,-,-,-,-,27,PC,1,75,Cash
8459,,,4121027605,0,20-03-2022,438,403,Epigamia Greek Yogurt Wild Raspberry 90G,47.62,2.50%,1.19,2.50%,1.19,-,-,-,-,-,-,27,PC,1,50,Cash
8460,,Dunzo,4121027606,0,20-03-2022,218,2103,Keya Garlic Bread Seasoning ,97.34,6.00%,5.83,6.00%,5.83,-,-,-,-,-,-,27,PC,1,109,Cash
8461,,Dunzo,4121027606,0,20-03-2022,218,2103,Veeba  Tartare Dip 300G,97.34,6.00%,5.83,6.00%,5.83,-,-,-,-,-,-,27,PC,1,109,Cash
8462,,,4121027607,0,20-03-2022,508,,Potato Biscut,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
8463,,,4121027607,0,20-03-2022,508,,Toblerone,185,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,185,Cash
8464,,,4121027607,0,20-03-2022,508,20019000,Smith And Jone Ginger Garlic Past 200 Gm,42.86,6.00%,2.57,6.00%,2.57,-,-,-,-,-,-,27,PC,1,48,Cash
8465,,,4121027607,0,20-03-2022,508,2106,Weikfield Custard Powder Vanilla 100 Gms,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
8466,,,4121027607,0,20-03-2022,508,21023000,Weikfield Baking Soda 100gm,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
8467,,,4121027607,0,20-03-2022,508,,PB Anar,35.72,6.00%,2.14,6.00%,2.14,-,-,-,-,-,-,27,PC,1,40,Cash
8468,,,4121027607,0,20-03-2022,508,20098910,Jaljeera,17.86,6.00%,1.07,6.00%,1.07,-,-,-,-,-,-,27,PC,1,20,Cash
8469,,,4121027607,0,20-03-2022,508,2106,Roast Foxnuts Schezwan Mix 80 gm,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,1,120,Cash
8470,,,4121027608,0,20-03-2022,40,220210,Coca Cola Zero 300ml Tin,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
8471,,,4121027609,0,20-03-2022,79,1704,Coolberg Tamarind Beer\Non Alcoholic\Rgb 250 Ml- 24+25 Ml Free,70.54,6.00%,4.23,6.00%,4.23,-,-,-,-,-,-,27,PC,1,79,Cash
8472,,,4121027610,0,20-03-2022,530,220210,Sprite Soft Drink Bt 750Ml,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
8473,,,4121027610,0,20-03-2022,530,,Prasuma Momos Vegetable,241.08,6.00%,14.46,6.00%,14.46,-,-,-,-,-,-,27,PC,1,270,Cash
8474,,,4121027610,0,20-03-2022,530,,Fanta Strawberry,110,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,110,Cash
8475,,,4121027610,0,20-03-2022,530,,Fanta Laici & Lychee,110,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,110,Cash
8476,,,4121027611,0,20-03-2022,65,8011990,Yoko,61.92,2.50%,1.54,2.50%,1.54,-,-,-,-,-,-,27,PC,5,13,Cash
8477,,,4121027612,0,20-03-2022,333,,Food,80,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,80,Cash
8478,,,4121027612,0,20-03-2022,333,,twix bar,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8479,,,4121027612,0,20-03-2022,333,1902,Koka Black Pepper Fried Noodles 85G,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
8480,,,4121027612,0,20-03-2022,333,406,Amul Cheese Spread Spicy Garlic 200 Gms,83.94,6.00%,5.03,6.00%,5.03,-,-,-,-,-,-,27,PC,1,94,Cash
8481,,,4121027612,0,20-03-2022,333,402,Amul Mithai Mate Condensed Milk 200G,52.68,6.00%,3.16,6.00%,3.16,-,-,-,-,-,-,27,PC,1,59,Cash
8482,,,4121027613,0,20-03-2022,1205,,Food Junction Prawns,790.48,2.50%,19.76,2.50%,19.76,-,-,-,-,-,-,27,PC,1,830,Cash
8483,,,4121027613,0,20-03-2022,1205,,Milka,185,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,185,Cash
8484,,,4121027613,0,20-03-2022,1205,,Hersheys kisses Milk Chocolate 108gm,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,1,140,Cash
8485,,,4121027613,0,20-03-2022,1205,1905,Fiesta Choco Muffins 6Nos,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
8486,,,4121027614,0,20-03-2022,40,220210,Sprite Can 300Ml Pack Of 4,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
8487,,,4121027615,0,20-03-2022,79,,Apple S,79,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,79,Cash
8488,,,4121027616,0,21-03-2022,668,2103,Tabasco pepper sauce 60 ml,355.36,6.00%,21.32,6.00%,21.32,-,-,-,-,-,-,27,PC,2,199,Cash
8489,,,4121027616,0,21-03-2022,668,1905,Fiesta Pizza Mini,270,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,6,45,Cash
8490,,,4121027617,0,21-03-2022,130,,Campfire Marshmallow,130,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,130,Cash
8491,,Dunzo,4121027618,0,21-03-2022,584,,Nongshim Kimchi,97.34,6.00%,5.83,6.00%,5.83,-,-,-,-,-,-,27,PC,1,109,Cash
8492,,Dunzo,4121027618,0,21-03-2022,584,1902,Nongshim Ramyun Shin Soup Noodle,424.12,6.00%,25.44,6.00%,25.44,-,-,-,-,-,-,27,PC,5,95,Cash
8493,,Dunzo,4121027619,0,21-03-2022,705,,Samyang Hot Chicken Ramen Jjajang 140 Gm,223.22,6.00%,13.39,6.00%,13.39,-,-,-,-,-,-,27,PC,2,125,Cash
8494,,Dunzo,4121027619,0,21-03-2022,705,,Samyang noodles hot pepper jjajang ramen,270,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,135,Cash
8495,,Dunzo,4121027619,0,21-03-2022,705,205,Yummiez Chicken Chilli Sausg 250G,125,6.00%,7.5,6.00%,7.5,-,-,-,-,-,-,27,PC,1,140,Cash
8496,,Dunzo,4121027619,0,21-03-2022,705,3402,Modern Green Peas200Gm,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
8497,,,4121027620,0,21-03-2022,710,1806,Ferrero Rocher 3T 37.5gm,101.7,9.00%,9.15,9.00%,9.15,-,-,-,-,-,-,27,PC,1,120,Cash
8498,,,4121027620,0,21-03-2022,710,210690,Bikaji Rassgulla 1.25 Kg,203.4,9.00%,18.3,9.00%,18.3,-,-,-,-,-,-,27,PC,1,240,Cash
8499,,,4121027620,0,21-03-2022,710,,Pepe Jeans Women Deo Life Is Now,211.88,9.00%,19.06,9.00%,19.06,-,-,-,-,-,-,27,PC,1,250,Cash
8500,,,4121027620,0,21-03-2022,710,1902,Epigamia Greek Yogurt Alphonso Mango 90G,95.24,2.50%,2.38,2.50%,2.38,-,-,-,-,-,-,27,PC,2,50,Cash
8501,,,4121027621,0,21-03-2022,235,,Kitkat White,80,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,80,Cash
8502,,,4121027621,0,21-03-2022,235,,Epigamia Chocolate,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
8503,,,4121027621,0,21-03-2022,235,,Oreo Bisc.Chocolate 137 gm,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
8504,,Dunzo,4121027622,0,21-03-2022,260,710,Mccain Potato Cheese Shotz 400G,232.16,6.00%,13.92,6.00%,13.92,-,-,-,-,-,-,27,PC,1,260,Cash
8505,,,4121027623,0,21-03-2022,-270,1905,Fiesta Pizza Mini,-270,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,-6,45,Cash
8506,,,4121027624,0,21-03-2022,20,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
8507,,,4121027625,0,21-03-2022,295,2103,Real Good Chicken Pre-Cut1 Kg,295,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,295,Cash
8508,,,4121027626,0,21-03-2022,20,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
8509,,,4121027627,0,21-03-2022,185,,milaka,185,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,185,Cash
8510,,,4121027628,0,21-03-2022,240,2106,Tex Mex Salsalito Taco Seasoning Mix 40G,214.3,6.00%,12.85,6.00%,12.85,-,-,-,-,-,-,27,PC,2,120,Cash
8511,,,4121027629,0,21-03-2022,20,,Fruit Vegetables,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
8512,,,4121027630,0,21-03-2022,314,,TONG GARDEN BLACK PEPPER CASHEWNUT 35 GM,180,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,90,Cash
8513,,,4121027630,0,21-03-2022,314,,Hersheys chocolate milk shake,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
8514,,,4121027630,0,21-03-2022,314,,coffee sprinkles,99,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,99,Cash
8515,,,4121027631,0,21-03-2022,50,2106,Amul Kool Koko Can  200 Ml,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
8516,,,4121027631,0,21-03-2022,50,220210,Coca Cola 250Ml,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
8517,,,4121027632,0,21-03-2022,255,,Fruit Vegetables,6,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,6,Cash
8518,,,4121027632,0,21-03-2022,255,220210,Fanta\Orange\Pet 250 Ml- 24,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
8519,,,4121027632,0,21-03-2022,255,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
8520,,,4121027632,0,21-03-2022,255,,Harvey's Biryani Essence,59,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,59,Cash
8521,,,4121027632,0,21-03-2022,255,,Fiesta Choco Walnut Cake,150,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,150,Cash
